Rk,G,Date,H_A,Opp_Team,W_L,Tm,Opp,FG,FGA,FGper,3P,3PA,3Pper,FT,FTA,FTper,ORB,TRB,AST,STL,BLK,TOV,PF,Blank,Opp_FG,Opp_FGA,Opp_FGper,Opp_3P,Opp_3PA,Opp_3Pper,Opp_FT,Opp_FTA,Opp_FTper,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,nba_season,gamelog_team
57,57,2022-02-15,,CLE,W,124,116,43,80,.538,14,33,.424,24,27,.889,7,35,25,9,4,11,18,NA,45,88,.511,16,41,.390,10,12,.833,14,39,30,8,3,13,23,2022,ATL
58,58,2022-02-16,@,ORL,W,130,109,45,90,.500,18,33,.545,22,28,.786,13,47,23,7,6,11,20,NA,42,98,.429,13,41,.317,12,13,.923,12,45,23,3,5,13,19,2022,ATL
59,59,2022-02-24,@,CHI,L,108,112,41,97,.423,8,28,.286,18,27,.667,13,45,20,2,3,9,18,NA,41,84,.488,8,27,.296,22,27,.815,6,43,16,5,8,8,20,2022,ATL
60,60,2022-02-26,,TOR,W,127,100,48,83,.578,13,31,.419,18,22,.818,5,45,27,8,8,12,19,NA,38,95,.400,10,32,.313,14,19,.737,11,42,25,5,2,11,26,2022,ATL
61,61,2022-03-01,@,BOS,L,98,107,36,83,.434,7,31,.226,19,24,.792,5,37,15,8,4,9,20,NA,39,83,.470,11,35,.314,18,19,.947,11,47,27,4,8,12,20,2022,ATL
62,62,2022-03-03,,CHI,W,130,124,44,84,.524,18,40,.450,24,28,.857,8,33,26,7,3,5,15,NA,52,88,.591,14,26,.538,6,7,.857,5,32,30,5,2,13,19,2022,ATL
63,63,2022-03-04,@,WAS,W,117,114,38,91,.418,13,36,.361,28,34,.824,13,39,18,6,5,4,16,NA,46,85,.541,14,29,.483,8,9,.889,7,41,37,2,7,14,29,2022,ATL
64,64,2022-03-07,@,DET,L,110,113,42,93,.452,11,38,.289,15,22,.682,13,48,28,3,6,13,25,NA,43,93,.462,12,33,.364,15,23,.652,15,47,27,7,2,12,27,2022,ATL
65,65,2022-03-09,@,MIL,L,115,124,43,86,.500,11,38,.289,18,22,.818,7,44,26,6,3,9,20,NA,47,94,.500,12,35,.343,18,23,.783,11,50,24,7,2,8,19,2022,ATL
66,66,2022-03-11,,LAC,W,112,106,43,90,.478,9,31,.290,17,19,.895,15,47,28,5,3,10,19,NA,40,82,.488,12,32,.375,14,17,.824,6,36,22,7,3,12,20,2022,ATL
67,67,2022-03-13,,IND,W,131,128,46,84,.548,17,38,.447,22,24,.917,9,36,27,9,3,11,21,NA,46,89,.517,15,35,.429,21,26,.808,15,43,23,7,4,15,21,2022,ATL
68,68,2022-03-14,,POR,W,122,113,40,109,.367,12,48,.250,30,32,.938,17,49,28,13,6,4,15,NA,44,88,.500,10,24,.417,15,21,.714,11,56,25,4,9,20,25,2022,ATL
69,69,2022-03-16,@,CHO,L,106,116,40,93,.430,13,37,.351,13,14,.929,12,43,28,6,2,12,23,NA,43,87,.494,11,35,.314,19,23,.826,11,43,30,8,8,9,18,2022,ATL
70,70,2022-03-18,,MEM,W,120,105,45,91,.495,13,28,.464,17,21,.810,7,40,28,12,6,9,20,NA,40,86,.465,8,22,.364,17,23,.739,15,48,18,6,10,16,18,2022,ATL
71,71,2022-03-20,,NOP,L,112,117,41,87,.471,10,32,.313,20,23,.870,7,40,22,7,4,16,22,NA,43,96,.448,7,21,.333,24,27,.889,18,54,22,12,1,15,23,2022,ATL
72,72,2022-03-22,@,NYK,W,117,111,40,81,.494,15,36,.417,22,27,.815,10,43,26,7,5,14,18,NA,42,86,.488,13,34,.382,14,26,.538,14,41,20,12,4,13,23,2022,ATL
73,73,2022-03-23,@,DET,L,101,122,37,92,.402,14,44,.318,13,15,.867,9,40,21,8,3,14,17,NA,44,88,.500,12,33,.364,22,25,.880,9,54,30,10,4,15,19,2022,ATL
74,74,2022-03-25,,GSW,W,121,110,46,89,.517,14,37,.378,15,19,.789,12,44,27,11,4,11,18,NA,43,90,.478,14,41,.341,10,13,.769,14,47,27,4,1,16,22,2022,ATL
75,75,2022-03-28,@,IND,W,132,123,47,86,.547,17,35,.486,21,26,.808,13,40,32,11,4,13,19,NA,45,87,.517,17,36,.472,16,18,.889,8,28,32,7,6,14,22,2022,ATL
76,76,2022-03-30,@,OKC,W,136,118,49,91,.538,18,39,.462,20,22,.909,6,43,28,10,4,12,19,NA,41,87,.471,17,41,.415,19,27,.704,10,42,31,5,2,18,17,2022,ATL
77,77,2022-03-31,,CLE,W,131,107,45,91,.495,17,39,.436,24,28,.857,12,48,27,7,4,8,22,NA,39,90,.433,7,30,.233,22,28,.786,15,47,19,6,5,14,20,2022,ATL
78,78,2022-04-02,,BRK,W,122,115,36,86,.419,13,41,.317,37,49,.755,10,54,18,10,4,6,18,NA,42,99,.424,17,37,.459,14,19,.737,10,52,17,5,3,13,29,2022,ATL
79,79,2022-04-05,@,TOR,L,108,118,43,94,.457,14,37,.378,8,12,.667,10,43,31,5,4,7,22,NA,44,101,.436,9,35,.257,21,31,.677,20,60,20,6,5,7,14,2022,ATL
80,80,2022-04-06,,WAS,W,118,103,43,92,.467,16,39,.410,16,19,.842,7,39,26,11,1,6,13,NA,42,86,.488,10,35,.286,9,11,.818,6,44,26,4,4,14,17,2022,ATL
81,81,2022-04-08,@,MIA,L,109,113,42,88,.477,8,34,.235,17,19,.895,13,43,17,9,0,14,23,NA,40,72,.556,11,26,.423,22,28,.786,4,33,20,9,1,17,17,2022,ATL
82,82,2022-04-10,@,HOU,W,130,114,45,87,.517,21,38,.553,19,24,.792,13,50,29,4,4,12,19,NA,41,89,.461,17,46,.370,15,20,.750,6,34,24,4,4,5,19,2022,ATL
1,1,2021-10-20,@,MEM,L,121,132,47,93,.505,14,38,.368,13,18,.722,7,36,38,6,5,10,17,NA,53,100,.530,14,33,.424,12,12,1.000,13,53,28,8,8,10,15,2022,CLE
2,2,2021-10-22,,CHO,L,112,123,43,84,.512,9,31,.290,17,20,.850,7,36,26,9,3,18,15,NA,48,91,.527,13,32,.406,14,17,.824,11,46,32,13,1,18,16,2022,CLE
3,3,2021-10-23,,ATL,W,101,95,37,89,.416,7,28,.250,20,27,.741,12,54,23,6,6,10,16,NA,38,99,.384,10,34,.294,9,15,.600,17,54,20,5,3,9,23,2022,CLE
4,4,2021-10-25,@,DEN,W,99,87,38,82,.463,7,25,.280,16,20,.800,11,49,26,8,5,14,18,NA,35,86,.407,9,38,.237,8,12,.667,11,47,21,10,3,21,22,2022,CLE
5,5,2021-10-27,@,LAC,W,92,79,33,81,.407,3,20,.150,23,27,.852,14,57,12,9,3,20,14,NA,31,87,.356,9,41,.220,8,13,.615,9,36,19,13,2,14,24,2022,CLE
6,6,2021-10-29,@,LAL,L,101,113,37,87,.425,12,34,.353,15,22,.682,16,36,28,10,1,15,13,NA,46,84,.548,12,27,.444,9,10,.900,11,42,24,9,6,20,20,2022,CLE
7,7,2021-10-30,@,PHO,L,92,101,36,91,.396,14,44,.318,6,7,.857,10,47,21,8,3,19,21,NA,39,84,.464,6,26,.231,17,27,.630,8,52,27,12,3,13,14,2022,CLE
8,8,2021-11-01,@,CHO,W,113,110,39,90,.433,9,28,.321,26,38,.684,17,49,21,12,7,16,14,NA,42,101,.416,15,39,.385,11,15,.733,20,46,27,12,12,17,23,2022,CLE
9,9,2021-11-03,,POR,W,107,104,39,74,.527,15,30,.500,14,18,.778,5,43,29,4,2,17,14,NA,40,90,.444,13,37,.351,11,17,.647,10,39,24,12,6,9,19,2022,CLE
10,10,2021-11-05,@,TOR,W,102,101,38,83,.458,10,30,.333,16,19,.842,11,39,22,4,3,17,13,NA,42,99,.424,12,27,.444,5,9,.556,19,45,20,10,8,9,19,2022,CLE
11,11,2021-11-07,@,NYK,W,126,109,49,90,.544,19,35,.543,9,11,.818,11,48,31,8,2,15,18,NA,39,85,.459,9,31,.290,22,24,.917,7,32,21,9,9,10,14,2022,CLE
12,12,2021-11-10,,WAS,L,94,97,35,76,.461,9,31,.290,15,21,.714,6,40,21,7,4,14,18,NA,35,84,.417,10,28,.357,17,17,1.000,12,49,25,9,2,12,20,2022,CLE
13,13,2021-11-12,,DET,W,98,78,39,82,.476,14,41,.341,6,9,.667,8,40,27,12,6,19,11,NA,29,79,.367,9,30,.300,11,13,.846,10,43,18,12,5,23,13,2022,CLE
14,14,2021-11-13,,BOS,W,91,89,31,81,.383,10,38,.263,19,22,.864,9,39,17,10,4,11,19,NA,33,78,.423,6,23,.261,17,18,.944,10,47,20,7,3,19,16,2022,CLE
15,15,2021-11-15,,BOS,L,92,98,32,83,.386,16,40,.400,12,16,.750,7,42,18,6,3,13,18,NA,36,78,.462,10,29,.345,16,20,.800,6,46,23,7,6,14,16,2022,CLE
16,16,2021-11-17,@,BRK,L,99,109,35,89,.393,11,44,.250,18,21,.857,12,50,20,9,1,13,17,NA,38,83,.458,12,32,.375,21,25,.840,8,47,29,7,3,11,20,2022,CLE
17,17,2021-11-18,,GSW,L,89,104,34,80,.425,12,39,.308,9,16,.563,13,42,22,6,3,17,11,NA,41,83,.494,15,43,.349,7,8,.875,5,34,36,12,2,11,17,2022,CLE
18,18,2021-11-22,,BRK,L,112,117,36,93,.387,14,44,.318,26,29,.897,14,53,24,6,5,12,16,NA,45,95,.474,11,35,.314,16,18,.889,8,42,32,6,6,9,23,2022,CLE
19,19,2021-11-24,,PHO,L,115,120,43,97,.443,12,39,.308,17,25,.680,13,44,22,7,0,10,23,NA,45,86,.523,8,22,.364,22,28,.786,10,47,26,4,2,15,23,2022,CLE
20,20,2021-11-27,,ORL,W,105,92,41,90,.456,14,39,.359,9,12,.750,10,51,28,3,9,13,18,NA,35,88,.398,8,32,.250,14,23,.609,8,43,21,11,5,8,16,2022,CLE
21,21,2021-11-29,@,DAL,W,114,96,45,80,.563,10,19,.526,14,18,.778,5,48,29,3,4,19,22,NA,39,89,.438,12,39,.308,6,15,.400,7,33,20,8,7,10,15,2022,CLE
22,22,2021-12-01,@,MIA,W,111,85,37,68,.544,16,31,.516,21,23,.913,6,46,27,8,14,20,15,NA,32,85,.376,12,37,.324,9,13,.692,9,28,21,8,4,11,17,2022,CLE
23,23,2021-12-03,@,WAS,W,116,101,42,89,.472,13,30,.433,19,25,.760,15,54,30,2,5,14,19,NA,38,82,.463,10,31,.323,15,19,.789,3,33,21,5,4,8,22,2022,CLE
24,24,2021-12-05,,UTA,L,108,109,42,91,.462,14,38,.368,10,13,.769,15,45,20,12,5,13,8,NA,40,90,.444,20,48,.417,9,10,.900,14,46,24,8,5,17,14,2022,CLE
25,25,2021-12-06,@,MIL,L,104,112,35,90,.389,15,46,.326,19,20,.950,7,39,27,8,4,9,17,NA,40,86,.465,13,32,.406,19,24,.792,8,53,21,7,5,16,20,2022,CLE
26,26,2021-12-08,,CHI,W,115,92,44,80,.550,13,28,.464,14,16,.875,5,42,28,10,8,14,22,NA,35,84,.417,7,26,.269,15,21,.714,11,37,21,6,3,17,17,2022,CLE
27,27,2021-12-10,@,MIN,W,123,106,46,85,.541,13,33,.394,18,22,.818,6,47,34,8,7,15,23,NA,36,92,.391,11,39,.282,23,28,.821,10,40,24,9,5,14,19,2022,CLE
28,28,2021-12-11,,SAC,W,117,103,41,88,.466,12,31,.387,23,28,.821,7,47,27,13,6,14,24,NA,41,93,.441,7,28,.250,14,22,.636,11,48,19,8,6,17,21,2022,CLE
29,29,2021-12-13,,MIA,W,105,94,36,81,.444,16,36,.444,17,18,.944,8,42,24,6,1,12,16,NA,38,85,.447,13,40,.325,5,9,.556,11,39,26,4,4,14,15,2022,CLE
30,30,2021-12-15,,HOU,W,124,89,45,80,.563,18,40,.450,16,24,.667,9,44,26,6,5,15,25,NA,30,78,.385,5,29,.172,24,35,.686,10,41,20,13,1,16,21,2022,CLE
31,31,2021-12-18,@,MIL,W,119,90,45,90,.500,16,45,.356,13,14,.929,9,46,36,11,3,13,13,NA,35,89,.393,12,38,.316,8,11,.727,13,44,18,8,4,17,15,2022,CLE
32,32,2021-12-22,@,BOS,L,101,111,36,92,.391,9,38,.237,20,24,.833,15,53,17,8,3,15,15,NA,43,92,.467,11,30,.367,14,18,.778,12,48,24,12,5,13,24,2022,CLE
33,33,2021-12-26,,TOR,W,144,99,56,106,.528,22,52,.423,10,12,.833,13,52,39,12,5,12,17,NA,37,89,.416,9,36,.250,16,23,.696,11,43,24,11,3,21,13,2022,CLE
34,34,2021-12-28,@,NOP,L,104,108,37,88,.420,14,41,.341,16,19,.842,11,42,27,6,3,7,19,NA,36,80,.450,16,36,.444,20,26,.769,8,44,24,3,8,12,16,2022,CLE
35,35,2021-12-30,@,WAS,L,93,110,35,83,.422,8,28,.286,15,23,.652,8,44,20,4,3,12,17,NA,45,90,.500,9,29,.310,11,17,.647,10,47,27,7,8,7,19,2022,CLE
36,36,2021-12-31,,ATL,L,118,121,48,84,.571,8,25,.320,14,24,.583,8,46,27,1,8,9,18,NA,43,97,.443,16,38,.421,19,21,.905,14,44,23,8,4,2,23,2022,CLE
37,37,2022-01-02,,IND,W,108,104,41,88,.466,6,26,.231,20,28,.714,12,48,26,6,4,8,11,NA,37,83,.446,19,46,.413,11,14,.786,9,39,24,6,6,14,24,2022,CLE
38,38,2022-01-04,,MEM,L,106,110,40,92,.435,10,34,.294,16,21,.762,14,49,28,2,6,11,14,NA,42,90,.467,9,27,.333,17,22,.773,12,45,21,6,8,9,18,2022,CLE
39,39,2022-01-07,@,POR,W,114,101,39,80,.488,17,39,.436,19,29,.655,8,43,22,7,3,8,15,NA,37,92,.402,16,35,.457,11,19,.579,16,51,22,8,5,11,19,2022,CLE
40,40,2022-01-09,@,GSW,L,82,96,32,75,.427,7,24,.292,11,18,.611,8,42,21,9,3,18,10,NA,39,97,.402,10,42,.238,8,10,.800,22,54,24,16,5,14,20,2022,CLE
41,41,2022-01-10,@,SAC,W,109,108,43,87,.494,10,34,.294,13,15,.867,14,48,29,6,8,16,18,NA,39,91,.429,14,30,.467,16,22,.727,15,43,20,10,3,10,16,2022,CLE
42,42,2022-01-12,@,UTA,W,111,91,43,81,.531,11,30,.367,14,17,.824,7,50,28,6,3,13,17,NA,34,85,.400,16,47,.340,7,11,.636,4,32,11,7,2,7,16,2022,CLE
43,43,2022-01-14,@,SAS,W,114,109,46,95,.484,8,20,.400,14,24,.583,12,46,24,7,3,9,13,NA,42,92,.457,15,34,.441,10,13,.769,10,47,22,6,5,15,24,2022,CLE
44,44,2022-01-15,@,OKC,W,107,102,40,87,.460,9,35,.257,18,25,.720,11,37,28,6,4,7,13,NA,36,83,.434,10,27,.370,20,22,.909,14,51,17,4,5,15,21,2022,CLE
45,45,2022-01-17,,BRK,W,114,107,42,81,.519,11,32,.344,19,21,.905,8,40,26,7,3,15,14,NA,41,83,.494,12,30,.400,13,18,.722,8,35,27,11,4,14,22,2022,CLE
46,46,2022-01-19,@,CHI,L,104,117,40,77,.519,9,27,.333,15,22,.682,9,38,27,7,4,14,15,NA,47,86,.547,10,22,.455,13,18,.722,7,37,25,7,4,9,18,2022,CLE
47,47,2022-01-22,,OKC,W,94,87,35,76,.461,6,27,.222,18,35,.514,15,54,22,5,6,22,20,NA,33,85,.388,12,41,.293,9,16,.563,11,41,16,14,3,15,28,2022,CLE
48,48,2022-01-24,,NYK,W,95,93,35,81,.432,13,36,.361,12,20,.600,12,51,29,7,1,19,18,NA,35,84,.417,12,38,.316,11,21,.524,11,45,21,11,1,11,19,2022,CLE
49,49,2022-01-26,,MIL,W,115,99,41,87,.471,19,42,.452,14,17,.824,12,41,27,11,3,12,19,NA,37,80,.463,9,32,.281,16,18,.889,10,41,22,7,3,19,19,2022,CLE
50,50,2022-01-30,@,DET,L,105,115,38,82,.463,13,34,.382,16,25,.640,12,41,25,6,6,11,20,NA,42,91,.462,10,26,.385,21,25,.840,16,48,26,7,4,9,21,2022,CLE
51,51,2022-01-31,,NOP,W,93,90,36,84,.429,9,31,.290,12,14,.857,7,37,26,6,9,9,19,NA,33,85,.388,6,30,.200,18,21,.857,16,51,26,6,8,13,18,2022,CLE
52,52,2022-02-02,@,HOU,L,104,115,41,80,.513,7,21,.333,15,27,.556,12,48,23,6,4,17,27,NA,39,82,.476,14,40,.350,23,33,.697,8,37,25,11,3,12,23,2022,CLE
53,53,2022-02-04,@,CHO,W,102,101,36,90,.400,14,35,.400,16,20,.800,15,51,26,7,0,12,17,NA,38,92,.413,14,43,.326,11,12,.917,15,52,27,9,2,14,22,2022,CLE
54,54,2022-02-06,,IND,W,98,85,34,84,.405,11,32,.344,19,28,.679,16,50,25,9,5,10,22,NA,31,83,.373,8,31,.258,15,17,.882,13,47,17,5,2,19,26,2022,CLE
55,55,2022-02-09,,SAS,W,105,92,39,82,.476,9,21,.429,18,24,.750,10,51,18,8,2,13,12,NA,38,99,.384,8,33,.242,8,11,.727,15,46,24,8,4,13,17,2022,CLE
56,56,2022-02-11,@,IND,W,120,113,43,81,.531,9,24,.375,25,30,.833,6,32,20,12,7,13,16,NA,42,89,.472,18,38,.474,11,16,.688,9,38,25,9,4,20,25,2022,CLE
57,57,2022-02-12,@,PHI,L,93,103,36,77,.468,8,24,.333,13,15,.867,5,34,21,3,3,15,16,NA,38,79,.481,10,22,.455,17,21,.810,8,40,24,13,5,11,21,2022,CLE
58,58,2022-02-15,@,ATL,L,116,124,45,88,.511,16,41,.390,10,12,.833,14,39,30,8,3,13,23,NA,43,80,.538,14,33,.424,24,27,.889,7,35,25,9,4,11,18,2022,CLE
59,59,2022-02-24,@,DET,L,103,106,34,77,.442,12,35,.343,23,34,.676,8,43,20,3,7,12,21,NA,35,86,.407,11,34,.324,25,28,.893,13,49,23,8,8,10,24,2022,CLE
60,60,2022-02-26,,WAS,W,92,86,32,83,.386,8,25,.320,20,24,.833,13,49,22,9,5,13,10,NA,35,81,.432,11,23,.478,5,6,.833,7,42,19,8,7,18,24,2022,CLE
61,61,2022-02-28,,MIN,L,122,127,39,74,.527,15,37,.405,29,34,.853,10,38,29,5,3,20,17,NA,47,86,.547,18,42,.429,15,19,.789,8,31,30,12,6,13,31,2022,CLE
62,62,2022-03-02,,CHO,L,98,119,37,79,.468,10,31,.323,14,21,.667,4,37,21,6,1,14,18,NA,43,85,.506,17,38,.447,16,22,.727,9,45,32,10,5,10,21,2022,CLE
63,63,2022-03-04,@,PHI,L,119,125,44,82,.537,10,28,.357,21,24,.875,10,41,30,5,4,12,22,NA,41,75,.547,14,33,.424,29,32,.906,3,30,23,8,3,11,24,2022,CLE
64,64,2022-03-06,,TOR,W,104,96,39,85,.459,11,36,.306,15,23,.652,15,58,24,5,7,17,22,NA,37,94,.394,6,24,.250,16,26,.615,14,45,17,13,3,7,20,2022,CLE
65,65,2022-03-08,@,IND,W,127,124,47,94,.500,9,32,.281,24,27,.889,14,40,25,13,6,8,16,NA,49,91,.538,16,32,.500,10,15,.667,11,38,35,6,7,17,20,2022,CLE
66,66,2022-03-11,@,MIA,L,105,117,35,79,.443,8,25,.320,27,29,.931,7,40,25,5,2,17,23,NA,41,86,.477,11,35,.314,24,27,.889,8,42,28,9,6,9,26,2022,CLE
67,67,2022-03-12,@,CHI,L,91,101,36,86,.419,5,24,.208,14,17,.824,5,40,19,7,4,14,19,NA,39,88,.443,9,21,.429,14,15,.933,8,46,20,12,5,12,18,2022,CLE
68,68,2022-03-14,,LAC,W,120,111,41,86,.477,15,30,.500,23,32,.719,12,49,28,7,4,11,19,NA,43,98,.439,12,36,.333,13,17,.765,12,43,29,5,8,10,24,2022,CLE
69,69,2022-03-16,,PHI,L,114,118,39,80,.488,9,28,.321,27,32,.844,8,39,25,9,4,9,17,NA,41,79,.519,12,32,.375,24,28,.857,7,39,24,6,2,11,25,2022,CLE
70,70,2022-03-18,,DEN,W,119,116,44,98,.449,14,37,.378,17,26,.654,15,46,31,11,4,11,17,NA,46,92,.500,10,33,.303,14,18,.778,13,51,35,6,3,18,24,2022,CLE
71,71,2022-03-19,,DET,W,113,109,45,88,.511,10,26,.385,13,23,.565,12,44,28,7,4,14,16,NA,41,85,.482,13,30,.433,14,19,.737,10,38,23,10,6,15,22,2022,CLE
72,72,2022-03-21,,LAL,L,120,131,45,86,.523,14,39,.359,16,19,.842,8,38,29,3,2,12,19,NA,53,94,.564,12,32,.375,13,16,.813,9,41,34,7,3,8,19,2022,CLE
73,73,2022-03-24,@,TOR,L,104,117,37,79,.468,12,30,.400,18,22,.818,9,36,24,4,3,13,14,NA,42,89,.472,16,37,.432,17,19,.895,13,40,26,9,5,8,22,2022,CLE
74,74,2022-03-26,,CHI,L,94,98,34,82,.415,7,31,.226,19,27,.704,15,46,17,7,3,13,23,NA,36,75,.480,5,21,.238,21,25,.840,6,37,23,6,1,13,21,2022,CLE
75,75,2022-03-28,,ORL,W,107,101,37,83,.446,13,41,.317,20,23,.870,6,41,26,11,4,13,13,NA,42,87,.483,10,37,.270,7,13,.538,8,45,31,6,1,17,24,2022,CLE
76,76,2022-03-30,,DAL,L,112,120,42,83,.506,11,25,.440,17,22,.773,9,39,24,7,3,13,15,NA,46,88,.523,16,42,.381,12,15,.800,9,38,28,6,6,11,17,2022,CLE
77,77,2022-03-31,@,ATL,L,107,131,39,90,.433,7,30,.233,22,28,.786,15,47,19,6,5,14,20,NA,45,91,.495,17,39,.436,24,28,.857,12,48,27,7,4,8,22,2022,CLE
78,78,2022-04-02,@,NYK,W,119,101,44,81,.543,15,34,.441,16,21,.762,7,43,26,6,3,9,24,NA,31,77,.403,13,30,.433,26,34,.765,6,35,19,6,4,10,19,2022,CLE
79,79,2022-04-03,,PHI,L,108,112,35,78,.449,15,33,.455,23,31,.742,7,41,24,10,3,9,28,NA,33,80,.413,11,31,.355,35,42,.833,12,50,23,7,8,14,19,2022,CLE
80,80,2022-04-05,@,ORL,L,115,120,42,86,.488,16,36,.444,15,22,.682,9,47,25,6,4,11,11,NA,47,93,.505,16,35,.457,10,15,.667,8,43,31,9,8,7,19,2022,CLE
81,81,2022-04-08,@,BRK,L,107,118,40,82,.488,8,27,.296,19,24,.792,10,31,19,4,4,8,20,NA,43,92,.467,12,32,.375,20,21,.952,13,45,30,5,8,10,20,2022,CLE
82,82,2022-04-10,,MIL,W,133,115,51,94,.543,19,38,.500,12,17,.706,10,48,39,5,5,10,26,NA,39,88,.443,12,30,.400,25,32,.781,8,41,27,7,2,12,14,2022,CLE
1,1,2021-10-20,,IND,W,123,122,46,107,.430,13,31,.419,18,27,.667,12,46,29,9,5,8,21,NA,42,90,.467,17,47,.362,21,24,.875,8,51,29,2,10,16,24,2022,CHO
2,2,2021-10-22,@,CLE,W,123,112,48,91,.527,13,32,.406,14,17,.824,11,46,32,13,1,18,16,NA,43,84,.512,9,31,.290,17,20,.850,7,36,26,9,3,18,15,2022,CHO
3,3,2021-10-24,@,BRK,W,111,95,43,94,.457,10,30,.333,15,19,.789,10,48,26,10,5,12,17,NA,38,87,.437,9,35,.257,10,12,.833,9,44,18,10,8,17,19,2022,CHO
4,4,2021-10-25,,BOS,L,129,140,46,103,.447,19,44,.432,18,28,.643,14,52,26,4,6,14,25,NA,50,101,.495,19,50,.380,21,25,.840,11,53,33,8,9,12,23,2022,CHO
5,5,2021-10-27,@,ORL,W,120,111,43,83,.518,14,30,.467,20,24,.833,10,40,22,14,4,16,14,NA,43,88,.489,15,40,.375,10,13,.769,8,33,22,6,2,18,21,2022,CHO
6,6,2021-10-29,@,MIA,L,99,114,35,90,.389,13,37,.351,16,22,.727,11,37,21,8,6,11,17,NA,43,91,.473,9,35,.257,19,19,1.000,16,60,23,6,3,17,20,2022,CHO
7,7,2021-10-31,,POR,W,125,113,46,89,.517,20,42,.476,13,21,.619,10,44,36,4,6,8,18,NA,43,97,.443,17,54,.315,10,11,.909,15,47,30,4,5,12,18,2022,CHO
8,8,2021-11-01,,CLE,L,110,113,42,101,.416,15,39,.385,11,15,.733,20,46,27,12,12,17,23,NA,39,90,.433,9,28,.321,26,38,.684,17,49,21,12,7,16,14,2022,CHO
9,9,2021-11-03,@,GSW,L,92,114,34,91,.374,10,36,.278,14,19,.737,9,49,18,10,2,16,14,NA,42,86,.488,18,45,.400,12,18,.667,7,53,33,14,4,16,17,2022,CHO
10,10,2021-11-05,@,SAC,L,110,140,43,92,.467,11,35,.314,13,21,.619,7,28,29,8,5,10,19,NA,48,87,.552,22,44,.500,22,26,.846,13,56,29,5,1,18,21,2022,CHO
11,11,2021-11-07,@,LAC,L,106,120,41,101,.406,10,33,.303,14,18,.778,12,44,20,13,2,13,21,NA,41,86,.477,18,48,.375,20,21,.952,7,50,24,8,5,20,16,2022,CHO
12,12,2021-11-08,@,LAL,L,123,126,43,99,.434,14,42,.333,23,28,.821,14,55,23,5,3,18,23,NA,44,91,.484,13,32,.406,25,35,.714,8,51,30,11,8,15,23,2022,CHO
13,13,2021-11-10,@,MEM,W,118,108,41,90,.456,15,36,.417,21,24,.875,9,49,32,13,7,17,16,NA,45,107,.421,9,38,.237,9,15,.600,20,57,27,14,8,16,18,2022,CHO
14,14,2021-11-12,,NYK,W,104,96,39,90,.433,10,36,.278,16,24,.667,12,49,25,10,5,12,18,NA,36,93,.387,13,35,.371,11,18,.611,14,51,17,8,5,19,22,2022,CHO
15,15,2021-11-14,,GSW,W,106,102,42,88,.477,14,36,.389,8,12,.667,4,39,23,10,2,11,21,NA,38,90,.422,9,39,.231,17,25,.680,11,49,31,8,7,15,17,2022,CHO
16,16,2021-11-17,,WAS,W,97,87,42,96,.438,10,32,.313,3,6,.500,16,59,30,6,8,11,16,NA,33,90,.367,8,42,.190,13,16,.813,11,48,23,7,5,10,12,2022,CHO
17,17,2021-11-19,,IND,W,121,118,44,81,.543,12,31,.387,21,28,.750,6,45,28,8,7,17,26,NA,41,88,.466,11,36,.306,25,32,.781,8,38,19,10,6,10,24,2022,CHO
18,18,2021-11-20,@,ATL,L,105,115,43,102,.422,10,40,.250,9,15,.600,20,51,26,6,2,10,22,NA,43,82,.524,12,34,.353,17,21,.810,8,46,24,6,6,12,22,2022,CHO
19,19,2021-11-22,@,WAS,W,109,103,40,91,.440,15,31,.484,14,24,.583,6,36,21,11,4,10,22,NA,36,94,.383,9,37,.243,22,27,.815,20,65,23,6,6,18,20,2022,CHO
20,20,2021-11-24,@,ORL,W,106,99,39,93,.419,12,40,.300,16,21,.762,12,49,26,11,11,10,16,NA,38,93,.409,15,42,.357,8,10,.800,10,51,23,5,1,14,19,2022,CHO
21,21,2021-11-26,,MIN,W,133,115,49,88,.557,23,40,.575,12,15,.800,7,44,32,5,7,15,21,NA,45,100,.450,11,35,.314,14,19,.737,15,45,24,8,6,12,20,2022,CHO
22,22,2021-11-27,@,HOU,L,143,146,48,103,.466,20,50,.400,27,30,.900,16,39,31,10,5,11,23,NA,51,95,.537,23,49,.469,21,31,.677,10,41,36,5,4,13,25,2022,CHO
23,23,2021-11-29,@,CHI,L,119,133,42,88,.477,18,39,.462,17,21,.810,5,34,23,7,9,9,14,NA,53,89,.596,14,30,.467,13,19,.684,5,41,35,3,5,10,19,2022,CHO
24,24,2021-12-01,@,MIL,L,125,127,43,87,.494,21,51,.412,18,21,.857,3,36,30,8,9,16,21,NA,46,94,.489,14,36,.389,21,26,.808,9,45,29,10,1,13,20,2022,CHO
25,25,2021-12-05,@,ATL,W,130,127,46,86,.535,17,37,.459,21,28,.750,7,39,21,9,3,6,18,NA,48,93,.516,17,37,.459,14,18,.778,10,45,29,4,3,10,19,2022,CHO
26,26,2021-12-06,,PHI,L,124,127,48,107,.449,16,46,.348,12,17,.706,13,42,31,6,6,8,18,NA,46,87,.529,15,36,.417,20,27,.741,8,49,28,6,9,15,19,2022,CHO
